question_id,question_type,success,keyword_match,total_time,parse_time,retrieval_time,generation_time,num_retrieved,contains_answer,answer_rank,recall@5,recall@10,recall@20,mrr,facts_extracted,facts_selected,answer_length,num_sentences,num_citations
23,WHEN,False,False,2.805685043334961,0.0007169246673583984,2.6408369541168213,0.16413116455078125,154,False,,False,False,False,0.0,134,4,1142,4,4
7,WHO,True,True,1.5761997699737549,0.00024509429931640625,1.5738306045532227,0.0021240711212158203,1,True,1,True,True,True,1.0,1,1,102,0,1
30,WHO,True,True,1.0296103954315186,0.0003788471221923828,1.023728847503662,0.0055027008056640625,2,True,1,True,True,True,1.0,1,1,887,0,1
11,WHO,True,True,1.6162693500518799,0.00028705596923828125,1.6133124828338623,0.002669811248779297,3,True,1,True,True,True,1.0,1,1,71,0,1
9,WHAT,False,False,1.479968547821045,0.00014662742614746094,1.2059979438781738,0.27382397651672363,200,True,6,False,True,True,0.16666666666666666,151,4,369,0,4
3,WHO,False,False,1.3896665573120117,0.00024437904357910156,1.1766202449798584,0.21280193328857422,200,True,3,True,True,True,0.3333333333333333,162,4,594,0,4
19,WHEN,True,True,1.722275972366333,0.00022029876708984375,1.6951358318328857,0.026919841766357422,35,True,1,True,True,True,1.0,30,4,1041,2,4
18,WHO,True,True,1.6892921924591064,0.0001971721649169922,1.6555922031402588,0.033502817153930664,21,True,1,True,True,True,1.0,19,4,694,1,4
13,WHO,False,False,0.022711753845214844,0.00030994415283203125,0.022401809692382812,0.0,0,False,,False,False,False,0.0,0,0,0,0,0
12,WHO,False,False,0.02351832389831543,0.0004184246063232422,0.023099899291992188,0.0,0,False,,False,False,False,0.0,0,0,0,0,0
5,WHO,True,True,1.747917890548706,0.00046563148498535156,1.7287678718566895,0.01868438720703125,23,True,2,True,True,True,0.5,21,4,586,0,4
1,WHO,False,False,1.899385929107666,0.00014710426330566406,1.681032419204712,0.21820640563964844,200,True,22,False,False,False,0.045454545454545456,155,4,732,0,3
21,WHO,False,False,1.6034314632415771,0.0002493858337402344,1.603182077407837,0.0,0,False,,False,False,False,0.0,0,0,0,0,0
16,WHAT,False,False,1.576216459274292,0.0003662109375,1.5415616035461426,0.034288644790649414,33,True,21,False,False,False,0.047619047619047616,31,4,897,0,4
25,WHAT,True,True,1.3961584568023682,0.00021076202392578125,1.3736755847930908,0.022272109985351562,24,True,1,True,True,True,1.0,18,4,609,1,4
8,WHO,True,True,1.7472972869873047,0.00025010108947753906,1.67694091796875,0.07010626792907715,44,True,1,True,True,True,1.0,41,4,281,0,4
26,WHEN,True,True,1.3283448219299316,0.0002002716064453125,1.3199214935302734,0.00822305679321289,8,True,1,True,True,True,1.0,6,4,471,1,4
29,WHO,False,False,1.8626387119293213,0.0003120899200439453,1.5031402111053467,0.35918641090393066,200,True,186,False,False,False,0.005376344086021506,157,4,1280,4,4
2,WHO,False,False,1.517359733581543,0.0003247261047363281,1.3028390407562256,0.21419596672058105,200,True,16,False,False,True,0.0625,125,4,1165,1,4
24,WHO,True,True,1.5569617748260498,0.0004367828369140625,1.323103666305542,0.23342132568359375,200,True,1,True,True,True,1.0,148,4,563,1,4
22,WHAT,False,False,1.6676995754241943,0.00030875205993652344,1.4156055450439453,0.2517852783203125,200,True,1,True,True,True,1.0,163,4,919,0,4
28,WHAT,True,True,2.741518497467041,0.00028824806213378906,2.572864294052124,0.1683659553527832,200,True,1,True,True,True,1.0,183,4,779,0,4
4,WHO,False,False,2.008934497833252,0.00023508071899414062,1.7941863536834717,0.21451306343078613,200,False,,False,False,False,0.0,178,4,1024,6,4
15,WHO,False,False,1.842383623123169,0.00030350685119628906,1.811751127243042,0.030328989028930664,21,True,11,False,False,True,0.09090909090909091,20,1,203,0,1
17,WHAT,True,True,1.4819421768188477,0.00025200843811035156,1.2226066589355469,0.25908350944519043,167,True,5,True,True,True,0.2,132,4,488,1,4
6,WHAT,True,True,1.9415905475616455,0.00041174888610839844,1.8508977890014648,0.09028100967407227,83,True,7,False,True,True,0.14285714285714285,80,4,986,4,4
20,WHO,True,True,2.313371419906616,0.0002779960632324219,2.115147590637207,0.19794583320617676,200,True,1,True,True,True,1.0,186,4,416,2,4
10,WHAT,False,False,1.198533058166504,0.00016617774963378906,1.1940112113952637,0.004355669021606445,3,False,,False,False,False,0.0,3,3,516,1,3
27,WHAT,False,False,1.4586968421936035,0.00017023086547851562,1.2665631771087646,0.19196343421936035,200,True,32,False,False,False,0.03125,113,4,710,1,3
14,HOW_MANY,True,True,1.6038129329681396,0.0002276897430419922,1.347834825515747,0.2557504177093506,200,True,1,True,True,True,1.0,147,4,680,3,4
