question_id,question_type,success,keyword_match,total_time,parse_time,retrieval_time,generation_time,num_retrieved,contains_answer,answer_rank,recall@5,recall@10,recall@20,mrr,facts_extracted,facts_selected,answer_length,num_sentences,num_citations
11,WHO,True,True,1.6539371013641357,0.0005834102630615234,1.6497042179107666,0.003649473190307617,3,True,1,True,True,True,1.0,1,1,71,0,1
19,WHEN,True,True,2.134629011154175,0.0002014636993408203,2.1057345867156982,0.028692960739135742,35,True,1,True,True,True,1.0,30,4,1041,2,4
15,WHO,False,False,1.7539374828338623,0.0002770423889160156,1.7128348350524902,0.040825605392456055,26,True,10,False,True,True,0.1,24,4,691,0,4
27,WHAT,False,False,1.7400271892547607,0.00022292137145996094,1.4099485874176025,0.32985568046569824,300,True,6,False,True,True,0.16666666666666666,165,4,459,0,4
13,WHO,False,False,0.018278121948242188,0.00034618377685546875,0.01793193817138672,0.0,0,False,,False,False,False,0.0,0,0,0,0,0
3,WHO,False,False,1.6999638080596924,0.0002224445343017578,1.3120615482330322,0.3876798152923584,300,True,1,True,True,True,1.0,226,4,480,0,4
25,WHAT,True,True,1.369516134262085,0.0002951622009277344,1.343705415725708,0.02551555633544922,24,True,1,True,True,True,1.0,18,4,609,1,4
18,WHO,True,True,1.6715037822723389,0.0002830028533935547,1.649712324142456,0.021508455276489258,21,True,1,True,True,True,1.0,19,4,694,1,4
14,HOW_MANY,True,True,1.8860580921173096,0.00023102760314941406,1.2685325145721436,0.6172945499420166,300,True,6,False,True,True,0.16666666666666666,226,4,662,1,4
9,WHAT,True,True,1.7596008777618408,0.00033545494079589844,1.3350858688354492,0.4241795539855957,300,True,1,True,True,True,1.0,233,4,878,2,3
4,WHO,False,False,1.8276004791259766,0.00022864341735839844,1.539306402206421,0.28806543350219727,300,False,,False,False,False,0.0,276,4,819,0,4
26,WHEN,True,True,1.4689440727233887,0.00024437904357910156,1.4580819606781006,0.010617733001708984,8,True,1,True,True,True,1.0,6,4,470,1,4
23,WHEN,False,False,2.08768892288208,0.00029850006103515625,1.9219801425933838,0.16541028022766113,154,False,,False,False,False,0.0,134,4,1143,4,4
7,WHO,True,True,1.6119611263275146,0.00022411346435546875,1.6101300716400146,0.0016069412231445312,1,True,1,True,True,True,1.0,1,1,102,0,1
10,WHAT,False,False,1.134139060974121,0.0001728534698486328,1.1284749507904053,0.0054912567138671875,3,False,,False,False,False,0.0,3,3,516,1,3
28,WHAT,True,True,2.7969720363616943,0.0003032684326171875,2.6012821197509766,0.19538664817810059,209,True,1,True,True,True,1.0,188,4,779,0,4
22,WHAT,False,False,1.8538272380828857,0.00036525726318359375,1.4491658210754395,0.4042961597442627,300,True,24,False,False,False,0.041666666666666664,257,4,794,0,4
5,WHO,True,True,1.7321007251739502,0.000278472900390625,1.7088291645050049,0.022993087768554688,23,True,3,True,True,True,0.3333333333333333,21,4,587,0,4
6,WHAT,True,True,1.9759085178375244,0.00034356117248535156,1.876824140548706,0.09874081611633301,83,True,1,True,True,True,1.0,80,4,986,4,4
29,WHO,False,False,2.107631206512451,0.0003464221954345703,1.8334860801696777,0.27379870414733887,300,True,163,False,False,False,0.006134969325153374,216,1,176,0,1
1,WHO,False,False,1.8616585731506348,0.0002071857452392578,1.3859941959381104,0.47545719146728516,300,True,2,True,True,True,0.5,226,3,654,6,2
17,WHAT,True,True,1.3772518634796143,0.00027370452880859375,1.1317558288574219,0.2452223300933838,167,True,20,False,False,True,0.05,132,4,1041,2,4
20,WHO,True,True,2.414018392562866,0.00033354759216308594,2.1729514598846436,0.24073338508605957,300,True,4,True,True,True,0.25,277,4,497,2,4
8,WHO,True,True,1.8316309452056885,0.0002307891845703125,1.7572267055511475,0.0741734504699707,44,True,1,True,True,True,1.0,41,1,106,0,1
21,WHO,False,False,1.5369079113006592,0.0002033710479736328,1.5367045402526855,0.0,0,False,,False,False,False,0.0,0,0,0,0,0
16,WHAT,False,False,1.5244016647338867,0.00031113624572753906,1.489114761352539,0.03497576713562012,33,True,24,False,False,False,0.041666666666666664,31,4,897,0,4
30,WHO,True,True,1.054675579071045,0.0003211498260498047,1.0496978759765625,0.004656553268432617,2,True,1,True,True,True,1.0,1,1,887,0,1
24,WHO,True,True,1.8380870819091797,0.00034117698669433594,1.4810864925384521,0.3566594123840332,300,True,1,True,True,True,1.0,193,1,291,0,1
2,WHO,False,False,3.3867530822753906,0.0004169940948486328,3.015103578567505,0.3712325096130371,300,True,3,True,True,True,0.3333333333333333,178,1,137,0,1
12,WHO,False,False,0.016958951950073242,0.0004715919494628906,0.01648736000061035,0.0,0,False,,False,False,False,0.0,0,0,0,0,0
