question_id,question_type,success,keyword_match,total_time,parse_time,retrieval_time,generation_time,num_retrieved,contains_answer,answer_rank,recall@5,recall@10,recall@20,mrr,facts_extracted,facts_selected,answer_length,num_sentences,num_citations
29,WHO,True,True,2.8904037475585938,0.0006172657012939453,2.350374221801758,0.539412260055542,500,True,89,False,False,False,0.011235955056179775,380,4,646,1,4
6,WHAT,True,True,2.007357597351074,0.0004029273986816406,1.91178560256958,0.0951690673828125,83,True,1,True,True,True,1.0,80,4,986,4,4
2,WHO,False,False,2.639937162399292,0.0003046989440917969,1.9856297969818115,0.6540026664733887,500,True,11,False,False,True,0.09090909090909091,309,1,178,0,1
26,WHEN,True,True,1.382220983505249,0.000274658203125,1.3729274272918701,0.009018898010253906,8,True,1,True,True,True,1.0,6,4,470,1,4
13,WHO,False,False,0.018848896026611328,0.0003216266632080078,0.01852726936340332,0.0,0,False,,False,False,False,0.0,0,0,0,0,0
30,WHO,True,True,1.09604811668396,0.00025534629821777344,1.0914435386657715,0.004349231719970703,2,True,1,True,True,True,1.0,1,1,887,0,1
15,WHO,False,False,1.801605224609375,0.0002624988555908203,1.7728016376495361,0.028541088104248047,21,True,15,False,False,True,0.06666666666666667,19,4,693,0,4
23,WHEN,False,False,2.1523969173431396,0.0002651214599609375,1.96681809425354,0.18531370162963867,154,False,,False,False,False,0.0,134,4,1142,4,4
12,WHO,False,False,0.018900394439697266,0.00031757354736328125,0.018582820892333984,0.0,0,False,,False,False,False,0.0,0,0,0,0,0
9,WHAT,True,True,2.096670150756836,0.0002963542938232422,1.4251670837402344,0.6712067127227783,500,True,7,False,True,True,0.14285714285714285,409,4,774,0,2
16,WHAT,False,False,1.4793429374694824,0.0003185272216796875,1.4454760551452637,0.03354835510253906,33,True,26,False,False,False,0.038461538461538464,31,4,897,0,4
14,HOW_MANY,True,True,2.3970279693603516,0.0002014636993408203,1.7503736019134521,0.6464529037475586,500,True,1,True,True,True,1.0,396,4,1225,2,3
28,WHAT,True,True,2.9565937519073486,0.0003058910369873047,2.772026538848877,0.18426132202148438,209,True,1,True,True,True,1.0,188,4,779,0,4
10,WHAT,False,False,1.1284558773040771,0.00019621849060058594,1.124013900756836,0.004245758056640625,3,False,,False,False,False,0.0,3,3,516,1,3
21,WHO,False,False,1.5430896282196045,0.00016045570373535156,1.5429291725158691,0.0,0,False,,False,False,False,0.0,0,0,0,0,0
20,WHO,True,True,2.6218152046203613,0.0003478527069091797,2.2201147079467773,0.4013526439666748,500,True,2,True,True,True,0.5,482,4,746,3,4
11,WHO,True,True,1.6810903549194336,0.0002655982971191406,1.6771924495697021,0.0036323070526123047,3,True,1,True,True,True,1.0,1,1,71,0,1
5,WHO,True,True,1.7273311614990234,0.0003063678741455078,1.7041161060333252,0.022908687591552734,23,True,1,True,True,True,1.0,21,4,586,0,4
7,WHO,True,True,1.6803112030029297,0.0002124309539794922,1.677828311920166,0.0022704601287841797,1,True,1,True,True,True,1.0,1,1,102,0,1
3,WHO,True,True,1.9989118576049805,0.0002491474151611328,1.481036901473999,0.5176258087158203,500,True,1,True,True,True,1.0,388,1,122,0,1
19,WHEN,True,True,1.6963801383972168,0.00020647048950195312,1.6686947345733643,0.027478933334350586,35,True,1,True,True,True,1.0,30,4,1041,2,4
8,WHO,True,True,1.7919971942901611,0.00019049644470214844,1.714087724685669,0.07771897315979004,44,True,1,True,True,True,1.0,41,1,106,0,1
25,WHAT,True,True,1.362933874130249,0.00020313262939453125,1.3391444683074951,0.023586273193359375,24,True,1,True,True,True,1.0,18,4,609,1,4
4,WHO,False,False,2.5237252712249756,0.000362396240234375,2.0540409088134766,0.46932196617126465,500,True,475,False,False,False,0.002105263157894737,472,4,1050,0,4
22,WHAT,True,True,2.3000595569610596,0.0002779960632324219,1.643953800201416,0.6558277606964111,500,True,5,True,True,True,0.2,418,4,969,0,4
1,WHO,False,False,2.679002046585083,0.00021696090698242188,1.923222303390503,0.7555627822875977,500,True,11,False,False,True,0.09090909090909091,400,4,796,3,4
24,WHO,True,True,1.9526238441467285,0.0004444122314453125,1.4588286876678467,0.4933507442474365,500,True,1,True,True,True,1.0,317,1,565,0,1
17,WHAT,True,True,1.3773574829101562,0.0002193450927734375,1.123636245727539,0.25350189208984375,167,True,1,True,True,True,1.0,132,4,1897,5,3
27,WHAT,False,False,2.3735580444335938,0.00020241737365722656,1.9145536422729492,0.4588019847869873,500,True,25,False,False,False,0.04,337,4,869,2,4
18,WHO,True,True,1.7122035026550293,0.00019860267639160156,1.6922764778137207,0.019728422164916992,21,True,1,True,True,True,1.0,19,4,694,1,4
