question_id,question_type,success,keyword_match,total_time,parse_time,retrieval_time,generation_time,num_retrieved,contains_answer,answer_rank,recall@5,recall@10,recall@20,mrr,facts_extracted,facts_selected,answer_length,num_sentences,num_citations
17,WHAT,False,False,2.1113762855529785,0.0005459785461425781,1.8008170127868652,0.3100132942199707,167,True,23,False,False,False,0.043478260869565216,132,4,685,1,4
24,WHO,True,True,1.6659975051879883,0.00040650367736816406,1.4587733745574951,0.206817626953125,200,True,1,True,True,True,1.0,115,4,511,1,4
29,WHO,True,True,1.6884911060333252,0.00024127960205078125,1.4965424537658691,0.19170737266540527,200,True,74,False,False,False,0.013513513513513514,150,4,1327,2,4
16,WHAT,False,False,1.7956433296203613,0.0002942085266113281,1.75638747215271,0.03896164894104004,33,True,16,False,False,True,0.0625,31,4,897,0,4
13,WHO,False,False,0.018843650817871094,0.0002818107604980469,0.018561840057373047,0.0,0,False,,False,False,False,0.0,0,0,0,0,0
23,WHEN,False,False,2.1823174953460693,0.0003085136413574219,2.024512767791748,0.15749621391296387,154,False,,False,False,False,0.0,134,4,1143,4,4
19,WHEN,True,True,1.8623204231262207,0.0001819133758544922,1.832777976989746,0.029360532760620117,35,True,1,True,True,True,1.0,30,4,1041,2,4
4,WHO,False,False,2.3236074447631836,0.0002968311309814453,1.8456993103027344,0.4776113033294678,200,False,,False,False,False,0.0,176,4,1028,0,4
1,WHO,False,False,1.6326203346252441,0.00019860267639160156,1.4160306453704834,0.21639108657836914,200,True,22,False,False,False,0.045454545454545456,150,4,615,3,4
8,WHO,True,True,1.8110556602478027,0.0004506111145019531,1.730576992034912,0.08002805709838867,44,True,1,True,True,True,1.0,41,3,503,0,3
6,WHAT,True,True,1.9250025749206543,0.00044465065002441406,1.836731195449829,0.08782672882080078,83,True,16,False,False,True,0.0625,80,4,984,4,4
22,WHAT,False,False,1.8056447505950928,0.00026679039001464844,1.544851541519165,0.2605264186859131,200,True,24,False,False,False,0.041666666666666664,177,4,1207,0,4
12,WHO,False,False,0.015048980712890625,0.0002613067626953125,0.014787673950195312,0.0,0,False,,False,False,False,0.0,0,0,0,0,0
26,WHEN,True,True,1.3512213230133057,0.00020194053649902344,1.3427283763885498,0.008291006088256836,8,True,1,True,True,True,1.0,6,4,471,1,4
27,WHAT,False,False,1.4085311889648438,0.00018835067749023438,1.226682186126709,0.18166065216064453,200,True,6,False,True,True,0.16666666666666666,128,4,816,5,4
18,WHO,True,True,1.6517093181610107,0.00019121170043945312,1.633610486984253,0.01790761947631836,21,True,1,True,True,True,1.0,19,4,695,1,4
2,WHO,False,False,1.4546904563903809,0.0002415180206298828,1.2758450508117676,0.1786038875579834,200,True,8,False,True,True,0.125,131,4,593,0,4
25,WHAT,True,True,1.335054874420166,0.00028443336486816406,1.3125731945037842,0.022197246551513672,24,True,1,True,True,True,1.0,18,4,609,1,4
9,WHAT,False,False,1.4005169868469238,0.0002346038818359375,1.1741681098937988,0.22611427307128906,200,True,5,True,True,True,0.2,161,4,585,0,4
15,WHO,False,False,1.900102138519287,0.0005087852478027344,1.8624982833862305,0.037095069885253906,21,True,14,False,False,True,0.07142857142857142,19,3,489,0,3
3,WHO,False,False,1.759819746017456,0.000392913818359375,1.5082323551177979,0.25119447708129883,200,True,3,True,True,True,0.3333333333333333,146,4,585,2,3
14,HOW_MANY,True,True,1.4551925659179688,0.00035643577575683594,1.2171573638916016,0.23767876625061035,200,True,2,True,True,True,0.5,164,4,1507,2,2
5,WHO,True,True,1.7468130588531494,0.00033211708068847656,1.7276639938354492,0.01881694793701172,23,True,1,True,True,True,1.0,21,4,586,0,4
10,WHAT,False,False,1.1623115539550781,0.00018143653869628906,1.1581757068634033,0.003954410552978516,3,False,,False,False,False,0.0,3,3,516,1,3
20,WHO,True,True,2.4238476753234863,0.0002486705780029297,2.220017671585083,0.2035813331604004,200,True,2,True,True,True,0.5,188,4,568,2,4
7,WHO,True,True,1.6375064849853516,0.00025916099548339844,1.6356327533721924,0.0016145706176757812,1,True,1,True,True,True,1.0,1,1,102,0,1
30,WHO,True,True,1.0789997577667236,0.00027871131896972656,1.0738403797149658,0.004880666732788086,2,True,1,True,True,True,1.0,1,1,887,0,1
21,WHO,False,False,1.5340816974639893,0.00017261505126953125,1.5339090824127197,0.0,0,False,,False,False,False,0.0,0,0,0,0,0
11,WHO,True,True,1.601940393447876,0.00024771690368652344,1.5975232124328613,0.004169464111328125,3,True,1,True,True,True,1.0,1,1,71,0,1
28,WHAT,True,True,2.9707181453704834,0.00035572052001953125,2.7655632495880127,0.20479917526245117,200,True,1,True,True,True,1.0,181,4,779,0,4
